loss,accuracy,val_loss,val_accuracy
1.671137809753418,0.47562500834465027,1.1214793920516968,0.7074999809265137
1.0630762577056885,0.6937500238418579,0.8734254240989685,0.7749999761581421
0.8727424144744873,0.75,0.7370860576629639,0.8050000071525574
0.7815159559249878,0.7749999761581421,0.679603636264801,0.8125
0.7155449390411377,0.7987499833106995,0.6434385776519775,0.8025000095367432
0.6573389172554016,0.8050000071525574,0.5975537300109863,0.8299999833106995
0.6138805747032166,0.815625011920929,0.5783038139343262,0.8324999809265137
0.6103359460830688,0.8149999976158142,0.5583620667457581,0.8424999713897705
0.5695184469223022,0.8256250023841858,0.5399420261383057,0.8374999761581421
0.550819993019104,0.8343750238418579,0.5319784283638,0.8399999737739563
0.5284397602081299,0.8356249928474426,0.5189169049263,0.8324999809265137
0.5084522366523743,0.8531249761581421,0.5144897103309631,0.8450000286102295
0.49516773223876953,0.8481249809265137,0.5068724155426025,0.8424999713897705
0.4726850092411041,0.8575000166893005,0.4940556287765503,0.8450000286102295
0.4650683104991913,0.8606250286102295,0.4792002737522125,0.8600000143051147
0.45159560441970825,0.8643749952316284,0.48286518454551697,0.8525000214576721
0.43555885553359985,0.875,0.4679032862186432,0.8399999737739563
0.44487521052360535,0.8668749928474426,0.46608132123947144,0.8525000214576721
0.43132099509239197,0.8762500286102295,0.45709624886512756,0.8575000166893005
0.40632742643356323,0.8768749833106995,0.4484863579273224,0.8500000238418579
0.396028608083725,0.8799999952316284,0.4458858370780945,0.8650000095367432
0.39719659090042114,0.878125011920929,0.43895670771598816,0.8575000166893005
0.4012822210788727,0.8793749809265137,0.4496225416660309,0.862500011920929
0.38501453399658203,0.8912500143051147,0.4374891221523285,0.8700000047683716
0.3676334619522095,0.8849999904632568,0.42795851826667786,0.8700000047683716
0.36602675914764404,0.8868749737739563,0.4261246919631958,0.862500011920929
0.3474794328212738,0.8949999809265137,0.42045897245407104,0.862500011920929
0.34477168321609497,0.8943750262260437,0.42692577838897705,0.8600000143051147
0.35070061683654785,0.8924999833106995,0.41682177782058716,0.8575000166893005
0.366553395986557,0.8912500143051147,0.42559653520584106,0.862500011920929
0.33880406618118286,0.8924999833106995,0.4077299237251282,0.8725000023841858
0.3213946521282196,0.9012500047683716,0.4133717715740204,0.8725000023841858
0.3379376232624054,0.8918750286102295,0.4233395457267761,0.8500000238418579
0.3017357587814331,0.9112499952316284,0.4130491614341736,0.8799999952316284
0.3209700286388397,0.8987500071525574,0.40644919872283936,0.8650000095367432
0.30694156885147095,0.9156249761581421,0.420728862285614,0.8725000023841858
0.3337004780769348,0.8993750214576721,0.40987762808799744,0.8675000071525574
0.32533159852027893,0.8999999761581421,0.4068692922592163,0.8725000023841858
0.30859678983688354,0.9106249809265137,0.41815540194511414,0.8700000047683716
0.31111475825309753,0.8987500071525574,0.41149985790252686,0.8824999928474426
0.2814675569534302,0.9125000238418579,0.41123896837234497,0.8774999976158142
0.31177911162376404,0.8993750214576721,0.418547660112381,0.8700000047683716
0.3001669943332672,0.909375011920929,0.4132625460624695,0.8799999952316284
0.29309096932411194,0.9131249785423279,0.40777310729026794,0.875
0.2638987600803375,0.9231250286102295,0.4115603268146515,0.8774999976158142
0.2842015326023102,0.9112499952316284,0.4001767635345459,0.8600000143051147
0.28335335850715637,0.9100000262260437,0.4093360900878906,0.8774999976158142
0.2660413682460785,0.9268749952316284,0.3958640694618225,0.8725000023841858
0.2937794625759125,0.9112499952316284,0.39439257979393005,0.875
0.2781763970851898,0.909375011920929,0.39635100960731506,0.8700000047683716
